mid,date,venue,,batting_team,bowling_team,striker,non_striker,bowler,runs,wickets,ball,runs_last_5,wickets_last_5,total
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,Mohammed Shami,0,1,0.1,0,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,E Lewis,Q de Kock,Mohammed Shami,1,1,0.2,1,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,Q de Kock,E Lewis,Mohammed Shami,0,1,0.3,1,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,Q de Kock,E Lewis,Mohammed Shami,2,1,0.4,2,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,E Lewis,Q de Kock,Mohammed Shami,0,1,0.5,2,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,E Lewis,Q de Kock,Mohammed Shami,0,1,0.6,2,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,Q de Kock,E Lewis,VR Aaron,0,1,1.1,2,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,Q de Kock,E Lewis,VR Aaron,3,1,1.2,3,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,E Lewis,Q de Kock,VR Aaron,7,1,1.3,7,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,E Lewis,Q de Kock,VR Aaron,8,1,1.4,8,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,Q de Kock,E Lewis,VR Aaron,8,1,1.5,8,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,Q de Kock,E Lewis,VR Aaron,9,1,1.6,9,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,Q de Kock,E Lewis,Mohammed Shami,13,1,2.1,13,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,Q de Kock,E Lewis,Mohammed Shami,13,1,2.2,13,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,Q de Kock,E Lewis,Mohammed Shami,13,2,2.3,13,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,MK Pandey,E Lewis,Mohammed Shami,14,2,2.4,14,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,E Lewis,MK Pandey,Mohammed Shami,14,2,2.5,14,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,E Lewis,MK Pandey,Mohammed Shami,14,2,2.6,14,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,MK Pandey,E Lewis,VR Aaron,15,2,3.1,15,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,MK Pandey,E Lewis,VR Aaron,16,2,3.2,16,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,E Lewis,MK Pandey,VR Aaron,20,2,3.3,20,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,E Lewis,MK Pandey,VR Aaron,20,3,3.4,20,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,MK Pandey,VR Aaron,21,3,3.5,21,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,MK Pandey,DJ Hooda,VR Aaron,25,3,3.6,25,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,MK Pandey,DJ Hooda,VR Aaron,26,3,3.7,26,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,MK Pandey,DJ Hooda,VR Aaron,26,3,3.8,26,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,MK Pandey,Mohammed Shami,26,3,4.1,26,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,MK Pandey,Mohammed Shami,29,3,4.2,29,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,MK Pandey,DJ Hooda,Mohammed Shami,29,4,4.3,29,4,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Mohammed Shami,29,4,4.4,29,4,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Mohammed Shami,29,4,4.5,29,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Mohammed Shami,28,4,4.6,28,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,LH Ferguson,28,4,5.1,28,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,LH Ferguson,28,4,5.2,27,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,LH Ferguson,29,4,5.3,28,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,LH Ferguson,29,4,5.4,28,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,LH Ferguson,30,4,5.5,29,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,LH Ferguson,31,4,5.6,29,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,LH Ferguson,31,4,5.7,25,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,HH Pandya,31,4,6.1,24,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,HH Pandya,32,4,6.2,25,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,32,4,6.3,24,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,32,4,6.4,20,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,32,4,6.5,20,3,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,32,4,6.6,20,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,LH Ferguson,33,4,7.1,19,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,LH Ferguson,33,4,7.2,20,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,LH Ferguson,33,4,7.3,20,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,LH Ferguson,35,4,7.4,21,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,LH Ferguson,35,4,7.5,20,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,LH Ferguson,35,4,7.6,16,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,HH Pandya,35,4,8.1,16,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,HH Pandya,35,4,8.2,15,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,HH Pandya,36,4,8.3,12,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,40,4,8.4,15,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,40,4,8.5,15,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,41,4,8.6,16,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,Rashid Khan,42,4,9.1,14,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,43,4,9.2,15,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,Rashid Khan,44,4,9.3,16,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,45,4,9.4,17,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,Rashid Khan,45,4,9.5,17,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,Rashid Khan,46,4,9.6,18,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,50,4,10.1,22,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,50,4,10.2,21,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,54,4,10.3,25,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,51,4,10.4,25,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,HH Pandya,52,4,10.5,25,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,53,4,10.6,26,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,Rashid Khan,54,4,11.1,27,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,54,4,11.2,26,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,55,4,11.3,27,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,Rashid Khan,56,4,11.4,28,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,56,4,11.5,28,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,58,4,11.6,30,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,VR Aaron,62,4,12.1,34,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,VR Aaron,68,4,12.2,39,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,VR Aaron,69,4,12.3,40,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,VR Aaron,70,4,12.4,39,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,VR Aaron,74,4,12.5,43,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,VR Aaron,75,4,12.6,44,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,Rashid Khan,81,4,13.1,50,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,Rashid Khan,82,4,13.2,51,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,83,4,13.3,51,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,Rashid Khan,83,4,13.4,47,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,Rashid Khan,84,4,13.5,48,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,85,4,13.6,48,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,HH Pandya,91,4,14.1,53,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,HH Pandya,95,4,14.2,56,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,HH Pandya,99,4,14.3,59,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,HH Pandya,100,4,14.4,59,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,100,4,14.5,59,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,HH Pandya,104,4,14.6,62,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,104,4,15.1,58,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,104,4,15.2,58,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,110,4,15.3,60,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,DJ Hooda,Rashid Khan,111,4,15.4,60,0,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,A Badoni,Rashid Khan,111,5,15.5,59,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,Rashid Khan,111,5,15.6,58,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,KH Pandya,LH Ferguson,112,5,16.1,58,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,LH Ferguson,112,5,16.2,58,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,LH Ferguson,114,5,16.3,59,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,LH Ferguson,115,5,16.4,59,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,KH Pandya,LH Ferguson,115,5,16.5,59,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,KH Pandya,LH Ferguson,119,5,16.6,61,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,Mohammed Shami,120,5,17.1,58,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,KH Pandya,Mohammed Shami,121,5,17.2,53,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,Mohammed Shami,125,5,17.3,56,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,Mohammed Shami,129,5,17.4,59,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,Mohammed Shami,130,5,17.5,56,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,KH Pandya,Mohammed Shami,134,5,17.6,59,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,LH Ferguson,135,5,18.1,54,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,KH Pandya,LH Ferguson,135,5,18.2,53,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,KH Pandya,LH Ferguson,136,5,18.3,53,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,LH Ferguson,137,5,18.4,54,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,KH Pandya,LH Ferguson,143,5,18.5,59,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,KH Pandya,LH Ferguson,144,5,18.6,59,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,KH Pandya,VR Aaron,145,5,19.1,54,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,VR Aaron,146,5,19.2,51,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,VR Aaron,150,5,19.3,51,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,A Badoni,VR Aaron,151,5,19.4,51,1,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,A Badoni,KH Pandya,VR Aaron,151,6,19.5,51,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,PVD Chameera,KH Pandya,VR Aaron,157,6,19.6,48,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Gujarat Titans,KH Pandya,PVD Chameera,VR Aaron,161,6,19.7,49,2,161
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,MS Wade,PVD Chameera,4,0,0.1,4,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,MS Wade,PVD Chameera,4,0,0.2,4,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,MS Wade,PVD Chameera,4,1,0.3,4,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,V Shankar,MS Wade,PVD Chameera,5,1,0.4,5,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,V Shankar,MS Wade,PVD Chameera,5,1,0.5,5,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,V Shankar,MS Wade,PVD Chameera,5,1,0.6,5,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,V Shankar,MS Wade,PVD Chameera,7,1,0.7,7,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,V Shankar,Avesh Khan,8,1,1.1,8,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,V Shankar,MS Wade,Avesh Khan,9,1,1.2,9,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,V Shankar,Avesh Khan,10,1,1.3,10,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,V Shankar,MS Wade,Avesh Khan,11,1,1.4,11,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,V Shankar,Avesh Khan,11,1,1.5,11,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,V Shankar,Avesh Khan,15,1,1.6,15,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,V Shankar,MS Wade,PVD Chameera,15,2,2.1,15,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,PVD Chameera,19,2,2.2,19,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,PVD Chameera,19,2,2.3,19,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,PVD Chameera,21,2,2.4,21,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,PVD Chameera,25,2,2.5,25,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,PVD Chameera,25,2,2.6,25,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Mohsin Khan (2),26,2,3.1,26,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Mohsin Khan (2),26,2,3.2,26,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Mohsin Khan (2),30,2,3.3,30,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Mohsin Khan (2),30,2,3.4,30,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Mohsin Khan (2),31,2,3.5,31,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Mohsin Khan (2),35,2,3.6,35,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Avesh Khan,39,2,4.1,39,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Avesh Khan,39,2,4.2,39,3,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Avesh Khan,39,2,4.3,39,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Avesh Khan,39,2,4.4,39,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Avesh Khan,39,2,4.5,39,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Avesh Khan,39,2,4.6,39,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Ravi Bishnoi,39,2,5.1,39,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Ravi Bishnoi,39,2,5.2,39,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Ravi Bishnoi,39,2,5.3,34,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Ravi Bishnoi,43,2,5.4,38,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Ravi Bishnoi,44,2,5.5,39,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Ravi Bishnoi,44,2,5.6,37,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Ravi Bishnoi,44,2,5.7,36,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,KH Pandya,44,2,6.1,35,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,KH Pandya,45,2,6.2,35,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,KH Pandya,46,2,6.3,35,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,KH Pandya,46,2,6.4,35,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,KH Pandya,46,2,6.5,31,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,KH Pandya,46,2,6.6,31,0,157
