mid,date,venue,,batting_team,bowling_team,striker,non_striker,bowler,runs,wickets,ball,runs_last_5,wickets_last_5,total
1,07-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Kolkata Knight Riders,Lucknow Super Giants,SP Narine,Shivam Mavi,Ravi Bishnoi,98,7,13.3,53,3,101
1,07-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Kolkata Knight Riders,Lucknow Super Giants,SP Narine,Shivam Mavi,Ravi Bishnoi,98,7,13.4,47,3,101
1,07-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Kolkata Knight Riders,Lucknow Super Giants,SP Narine,Shivam Mavi,Ravi Bishnoi,99,7,13.5,44,3,101
1,07-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Kolkata Knight Riders,Lucknow Super Giants,Shivam Mavi,SP Narine,Ravi Bishnoi,99,7,13.6,43,3,101
1,07-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Kolkata Knight Riders,Lucknow Super Giants,SP Narine,Shivam Mavi,JO Holder,99,8,14.1,37,4,101
1,07-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Kolkata Knight Riders,Lucknow Super Giants,TG Southee,Shivam Mavi,JO Holder,99,9,14.2,37,5,101
1,07-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Kolkata Knight Riders,Lucknow Super Giants,Harshit Rana,Shivam Mavi,JO Holder,101,10,14.3,39,6,101
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,WP Saha,Shubman Gill,Mohsin Khan (2),0,0,0.1,0,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,WP Saha,Shubman Gill,Mohsin Khan (2),0,0,0.2,0,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,WP Saha,Shubman Gill,Mohsin Khan (2),0,0,0.3,0,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,WP Saha,Shubman Gill,Mohsin Khan (2),0,0,0.4,0,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,WP Saha,Shubman Gill,Mohsin Khan (2),1,0,0.5,1,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,WP Saha,Mohsin Khan (2),2,0,0.6,2,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,WP Saha,PVD Chameera,2,0,1.1,2,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,WP Saha,PVD Chameera,3,0,1.2,3,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,WP Saha,Shubman Gill,PVD Chameera,3,0,1.3,3,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,WP Saha,Shubman Gill,PVD Chameera,7,0,1.4,7,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,WP Saha,Shubman Gill,PVD Chameera,7,0,1.5,7,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,WP Saha,Shubman Gill,PVD Chameera,7,0,1.6,7,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,WP Saha,Mohsin Khan (2),7,0,2.1,7,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,WP Saha,Mohsin Khan (2),8,0,2.2,8,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,WP Saha,Shubman Gill,Mohsin Khan (2),8,0,2.3,8,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,WP Saha,Shubman Gill,Mohsin Khan (2),8,1,2.4,8,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,MS Wade,Shubman Gill,Mohsin Khan (2),9,1,2.5,9,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,MS Wade,Mohsin Khan (2),13,1,2.6,13,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,MS Wade,Shubman Gill,PVD Chameera,17,1,3.1,17,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,MS Wade,Shubman Gill,PVD Chameera,21,1,3.2,21,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,MS Wade,Shubman Gill,PVD Chameera,21,1,3.3,21,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,MS Wade,Shubman Gill,PVD Chameera,22,1,3.4,22,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,MS Wade,PVD Chameera,23,1,3.5,23,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,MS Wade,Shubman Gill,PVD Chameera,23,1,3.6,23,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,MS Wade,Avesh Khan,24,1,4.1,24,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,MS Wade,Shubman Gill,Avesh Khan,24,2,4.2,24,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,Avesh Khan,25,2,4.3,25,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,Avesh Khan,29,2,4.4,29,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,Avesh Khan,29,2,4.5,29,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,Avesh Khan,30,2,4.6,30,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,PVD Chameera,30,2,5.1,30,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,PVD Chameera,30,2,5.2,30,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,PVD Chameera,34,2,5.3,34,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,PVD Chameera,35,2,5.4,35,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,PVD Chameera,35,2,5.5,34,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,PVD Chameera,35,2,5.6,33,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,KH Pandya,36,2,6.1,34,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,KH Pandya,36,2,6.2,34,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,KH Pandya,36,2,6.3,34,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,KH Pandya,37,2,6.4,31,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,KH Pandya,38,2,6.5,32,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,KH Pandya,38,2,6.6,32,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,JO Holder,39,2,7.1,33,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,JO Holder,40,2,7.2,33,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,JO Holder,42,2,7.3,35,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,JO Holder,43,2,7.4,36,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,JO Holder,44,2,7.5,36,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,JO Holder,46,2,7.6,34,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,KH Pandya,47,2,8.1,31,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,KH Pandya,47,2,8.2,27,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,KH Pandya,48,2,8.3,28,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,KH Pandya,48,2,8.4,27,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,HH Pandya,KH Pandya,49,2,8.5,27,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,KH Pandya,50,2,8.6,28,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,HH Pandya,Shubman Gill,Avesh Khan,50,3,9.1,27,2,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Avesh Khan,51,3,9.2,28,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,Avesh Khan,52,3,9.3,28,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Avesh Khan,52,3,9.4,24,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Avesh Khan,53,3,9.5,25,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Avesh Khan,54,3,9.6,25,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,Avesh Khan,58,3,9.7,29,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,KH Pandya,59,3,10.1,30,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,KH Pandya,61,3,10.2,28,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,KH Pandya,62,3,10.3,28,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,KH Pandya,63,3,10.4,29,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,KH Pandya,67,3,10.5,33,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,KH Pandya,68,3,10.6,33,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,JO Holder,69,3,11.1,33,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,JO Holder,69,3,11.2,33,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,JO Holder,69,3,11.3,32,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,JO Holder,73,3,11.4,35,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,JO Holder,74,3,11.5,36,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,JO Holder,75,3,11.6,36,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,KH Pandya,77,3,12.1,37,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,KH Pandya,77,3,12.2,35,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,KH Pandya,78,3,12.3,35,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,KH Pandya,79,3,12.4,35,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,KH Pandya,80,3,12.5,34,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,KH Pandya,81,3,12.6,34,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Mohsin Khan (2),83,3,13.1,36,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Mohsin Khan (2),83,3,13.2,35,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Mohsin Khan (2),83,3,13.3,35,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Mohsin Khan (2),84,3,13.4,35,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,Mohsin Khan (2),85,3,13.5,35,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Mohsin Khan (2),86,3,13.6,36,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Avesh Khan,87,3,14.1,36,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,Avesh Khan,88,3,14.2,36,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Avesh Khan,88,3,14.3,36,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Avesh Khan,89,3,14.4,36,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,Avesh Khan,90,3,14.5,36,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,Avesh Khan,91,3,14.6,33,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,JO Holder,92,3,15.1,33,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,JO Holder,93,3,15.2,32,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,JO Holder,99,3,15.3,37,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,JO Holder,100,3,15.4,37,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,JO Holder,101,3,15.5,34,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,JO Holder,102,3,15.6,34,0,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,DA Miller,Shubman Gill,JO Holder,102,4,15.7,33,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,R Tewatia,PVD Chameera,103,4,16.1,34,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,PVD Chameera,104,4,16.2,35,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,R Tewatia,PVD Chameera,108,4,16.3,35,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,R Tewatia,PVD Chameera,112,4,16.4,38,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,R Tewatia,PVD Chameera,113,4,16.5,38,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,R Tewatia,PVD Chameera,114,4,16.6,37,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,PVD Chameera,115,4,16.7,38,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,PVD Chameera,116,4,16.8,38,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,Mohsin Khan (2),117,4,17.1,38,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,R Tewatia,Mohsin Khan (2),118,4,17.2,38,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,Mohsin Khan (2),119,4,17.3,38,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,R Tewatia,Mohsin Khan (2),120,4,17.4,37,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,Mohsin Khan (2),120,4,17.5,37,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,Mohsin Khan (2),121,4,17.6,38,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,Avesh Khan,122,4,18.1,38,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,R Tewatia,Avesh Khan,123,4,18.2,38,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,Avesh Khan,127,4,18.3,41,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,Avesh Khan,127,4,18.4,40,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,Avesh Khan,127,4,18.5,39,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,Avesh Khan,127,4,18.6,39,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,Shubman Gill,R Tewatia,JO Holder,128,4,19.1,39,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,JO Holder,132,4,19.2,42,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,JO Holder,133,4,19.3,42,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,JO Holder,137,4,19.4,45,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,JO Holder,137,4,19.5,44,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,JO Holder,138,4,19.6,39,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,JO Holder,142,4,19.6,42,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Lucknow Super Giants,R Tewatia,Shubman Gill,JO Holder,144,4,19.6,42,1,144
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,Q de Kock,KL Rahul,Mohammed Shami,0,0,0.1,41,1,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,Q de Kock,KL Rahul,Mohammed Shami,1,0,0.2,42,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,Mohammed Shami,1,0,0.3,41,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,Mohammed Shami,1,0,0.4,40,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,Mohammed Shami,1,0,0.5,36,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,Mohammed Shami,2,0,0.6,33,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,HH Pandya,3,0,1.1,33,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,Q de Kock,KL Rahul,HH Pandya,5,0,1.2,34,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,Q de Kock,KL Rahul,HH Pandya,5,0,1.3,33,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,Q de Kock,KL Rahul,HH Pandya,5,0,1.4,32,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,Q de Kock,KL Rahul,HH Pandya,6,0,1.5,32,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,HH Pandya,10,0,1.6,35,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,Q de Kock,KL Rahul,Mohammed Shami,11,0,2.1,35,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,Mohammed Shami,11,0,2.2,34,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,Mohammed Shami,11,0,2.3,34,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,Mohammed Shami,11,0,2.4,33,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,Mohammed Shami,12,0,2.5,33,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,Q de Kock,KL Rahul,Mohammed Shami,12,0,2.6,32,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,KL Rahul,Q de Kock,Yash Dayal,13,0,3.1,29,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,Q de Kock,KL Rahul,Yash Dayal,19,0,3.2,35,0,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,Q de Kock,KL Rahul,Yash Dayal,19,1,3.3,35,1,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,KL Rahul,Yash Dayal,19,1,3.4,35,1,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,KL Rahul,Yash Dayal,23,1,3.5,38,1,82
1,10-05-2022,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Gujarat Titans,DJ Hooda,KL Rahul,Yash Dayal,23,1,3.6,34,1,82
