mid ,date ,venue,bat_team,bow_team,batsman,bowler,runs,wickets,overs,runs_last5,wickets_last 5,striker,nonstriker,total
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Ashwin,96,3,11.3,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Ashwin,97,3,11.4,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,gill,Ashwin,98,3,11.5,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Ashwin,100,3,11.6,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,gill,Zampa,101,3,12.1,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Zampa,101,3,12.2,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Zampa,101,3,12.3,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Zampa,102,3,12.4,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,gill,Zampa,102,3,12.5,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,gill,Zampa,102,3,12.6,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Ashwin,102,3,13.1,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Ashwin,103,3,13.2,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,gill,Ashwin,104,3,13.3,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Ashwin,105,3,13.4,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,gill,Ashwin,106,3,13.5,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Ashwin,107,3,13.6,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Chahal,108,3,14.1,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,gill,Chahal,109,3,14.2,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Chahal,115,3,14.3,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Chahal,117,3,14.4,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Chahal,118,3,14.5,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,gill,Chahal,119,3,14.6,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,gill,Sandeep Sharma,121,3,15.1,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,gill,Sandeep Sharma,121,4,15.2,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Sandeep Sharma,122,4,15.3,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Sandeep Sharma,123,4,15.4,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Sandeep Sharma,124,4,15.5,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Sandeep Sharma,125,4,15.6,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Chahal,126,4,16.1,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Chahal,127,4,16.2,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Chahal,128,4,16.3,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Chahal,129,4,16.4,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Chahal,131,4,16.5,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Chahal,137,4,16.6,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Boult,138,4,17.1,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Boult,139,4,17.2,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Boult,145,4,17.3,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Boult,151,4,17.4,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Boult,153,4,17.5,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Boult,154,4,17.6,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Zampa,154,4,18.1,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Zampa,155,4,18.2,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Zampa,159,4,18.3,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Zampa,160,4,18.4,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Zampa,166,4,18.5,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Abhinav Manohar,Zampa,166,5,18.6,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Sandeep Sharma,167,5,19.1,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Sandeep Sharma,167,5,19.1,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Sandeep Sharma,171,5,19.2,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Sandeep Sharma,175,5,19.3,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,David Miller,Sandeep Sharma,175,6,19.4,,,,,177
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Rashid Khan,Sandeep Sharma,175,7,19.5,,,,,
23,16-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Rajasthan Royals,Rahul Tewatia,Sandeep Sharma,177,7,19.6,,,,,
,,,,,,,,,,,,,,
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Naveen-ul-Halaq,0,0,0.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Naveen-ul-Halaq,2,0,0.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Naveen-ul-Halaq,4,0,0.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Naveen-ul-Halaq,4,0,0.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Naveen-ul-Halaq,4,0,0.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Naveen-ul-Halaq,4,0,0.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,gill,Krunal Pandya,4,0,1.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,gill,Krunal Pandya,4,1,1.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Krunal Pandya,4,1,1.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Krunal Pandya,4,1,1.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Krunal Pandya,5,1,1.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Krunal Pandya,5,1,1.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Naveen-ul-Halaq,7,1,2.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Naveen-ul-Halaq,8,1,2.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Naveen-ul-Halaq,12,1,2.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Naveen-ul-Halaq,12,1,2.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Naveen-ul-Halaq,12,1,2.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Naveen-ul-Halaq,13,1,2.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Krunal Pandya,17,1,3.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Krunal Pandya,19,1,3.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Krunal Pandya,19,1,3.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Krunal Pandya,20,1,3.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Krunal Pandya,20,1,3.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Krunal Pandya,20,1,3.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Avesh Khan,22,1,4.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Avesh Khan,24,1,4.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Avesh Khan,28,1,4.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Avesh Khan,29,1,4.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Avesh Khan,29,1,4.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Avesh Khan,29,1,4.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Ravi Bishnoi,33,1,5.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Ravi Bishnoi,37,1,5.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Ravi Bishnoi,37,1,5.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Ravi Bishnoi,37,1,5.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Ravi Bishnoi,38,1,5.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,40,1,5.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Krunal Pandya,41,1,6.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Krunal Pandya,41,1,6.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Krunal Pandya,42,1,6.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Krunal Pandya,42,1,6.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Krunal Pandya,44,1,6.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Krunal Pandya,44,1,6.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Stoinis,46,1,7.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Stoinis,46,1,7.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Stoinis,46,1,7.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Stoinis,47,1,7.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Stoinis,47,1,7.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Stoinis,51,1,7.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,52,1,8.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Ravi Bishnoi,53,1,8.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,57,1,8.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,58,1,8.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Ravi Bishnoi,59,1,8.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,65,1,8.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Mishra,65,1,9.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Mishra,66,1,9.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Mishra,67,1,9.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Mishra,69,1,9.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Mishra,70,1,9.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Mishra,71,1,9.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Krunal Pandya,71,1,10.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Krunal Pandya,72,1,10.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,saha,Krunal Pandya,72,2,10.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Abhinav Manohar,Krunal Pandya,73,2,10.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Krunal Pandya,74,2,10.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Abhinav Manohar,Krunal Pandya,75,2,10.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Abhinav Manohar,Mishra,75,2,11.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Abhinav Manohar,Mishra,76,2,11.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Mishra,77,2,11.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Abhinav Manohar,Mishra,77,3,11.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Mishra,77,3,11.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Mishra,78,3,11.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Avesh Khan,79,3,12.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Avesh Khan,79,3,12.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Avesh Khan,79,3,12.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Avesh Khan,80,3,12.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Avesh Khan,84,3,12.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Avesh Khan,85,3,12.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Stoinis,85,3,13.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Stoinis,86,3,13.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Stoinis,87,3,13.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Stoinis,88,3,13.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Stoinis,89,3,13.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Stoinis,89,3,13.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Naveen-ul-Halaq,89,3,14.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Naveen-ul-Halaq,90,3,14.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Naveen-ul-Halaq,91,3,14.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Naveen-ul-Halaq,92,3,14.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Naveen-ul-Halaq,92,3,14.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Vijay Shankar,Naveen-ul-Halaq,92,4,14.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,94,4,15.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,95,4,15.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Ravi Bishnoi,95,4,15.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Ravi Bishnoi,95,4,15.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Ravi Bishnoi,96,4,15.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,97,4,15.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Avesh Khan,97,4,16.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Avesh Khan,98,4,16.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Avesh Khan,98,4,16.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Avesh Khan,99,4,16.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Avesh Khan,101,4,16.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Avesh Khan,102,4,16.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,103,4,17.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Ravi Bishnoi,104,4,17.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,108,4,17.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,114,4,17.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,120,4,17.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Ravi Bishnoi,121,4,17.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Naveen-ul-Halaq,122,4,18.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Naveen-ul-Halaq,123,4,18.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Naveen-ul-Halaq,124,4,18.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Naveen-ul-Halaq,124,4,18.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Naveen-ul-Halaq,124,4,18.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Naveen-ul-Halaq,126,4,18.6,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Stoinis,132,4,19.1,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Hardik Pandya,Stoinis,132,5,19.2,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Rahul Tewatia,Stoinis,133,5,19.3,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Stoinis,134,5,19.4,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,Rahul Tewatia,Stoinis,135,5,19.5,,,,,135
30,22-04-2023,Ekana Sports City,Gujarat-Titans,Lucknow Super Gaints,David Miller,Stoinis,135,6,19.6,,,,,135
,,,,,,,,,,,,,,
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,saha,Arjun Tendulkar,0,0,0.1,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,saha,Arjun Tendulkar,0,0,0.2,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,saha,Arjun Tendulkar,3,0,0.3,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,gill,Arjun Tendulkar,4,0,0.4,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,saha,Arjun Tendulkar,4,0,0.5,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,saha,Arjun Tendulkar,4,0,0.6,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,gill,Behrendorff,4,0,1.1,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,gill,Behrendorff,4,0,1.2,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,gill,Behrendorff,8,0,1.3,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,gill,Behrendorff,10,0,1.4,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,gill,Behrendorff,11,0,1.5,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,saha,Behrendorff,12,0,1.6,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,saha,Arjun Tendulkar,12,1,2.1,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,Hardik Pandya,Arjun Tendulkar,12,1,2.2,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,Hardik Pandya,Arjun Tendulkar,12,1,2.3,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,Hardik Pandya,Arjun Tendulkar,14,1,2.4,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,Hardik Pandya,Arjun Tendulkar,16,1,2.5,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,Hardik Pandya,Arjun Tendulkar,17,1,2.6,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,Hardik Pandya,Behrendorff,17,1,3.1,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,Hardik Pandya,Behrendorff,17,1,3.2,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,Hardik Pandya,Behrendorff,17,1,3.3,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,Hardik Pandya,Behrendorff,18,1,3.4,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,gill,Behrendorff,19,1,3.5,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,Hardik Pandya,Behrendorff,23,1,3.6,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,gill,Meredith,23,1,4.1,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,gill,Meredith,27,1,4.2,,,,,207
35,25-04-2023,Narendra-Modi-stadium,Gujarat-Titans,Mumbai Indians,gill,Meredith,28,1,4.3,,,,,207
